x y displacement_x displacement_y
-40 -40 0.000860512 -0.0021488
-40 -39.5480225988701 0.000842282632905155 -0.0021466438089527
-40 -39.0960451977401 0.000824049164651433 -0.00214448761751441
-40 -38.6440677966102 0.000805816591871017 -0.00214232411919426
-40 -38.1920903954802 0.000787591483483198 -0.00214014604225671
-40 -37.7401129943503 0.00076938256909385 -0.00213795706830873
-40 -37.2881355932203 0.000751196992308889 -0.00213575989843226
-40 -36.8361581920904 0.000733040589494712 -0.00213355821785869
-40 -36.3841807909604 0.000714918319679233 -0.00213135931518639
-40 -35.9322033898305 0.000696833425910766 -0.00212916671907485
-40 -35.4802259887006 0.000678788668895096 -0.00212697413656999
-40 -35.0282485875706 0.000660789061605994 -0.00212478185983804
-40 -34.5762711864407 0.00064284809643604 -0.00212262566879074
-40 -34.1242937853107 0.000624946834770342 -0.00212048602184375
-40 -33.6723163841808 0.000607095859695782 -0.00211837749379863
-40 -33.2203389830508 0.000589288825647225 -0.00211629528901093
-40 -32.7683615819209 0.0005715303093661 -0.00211424324200975
-40 -32.316384180791 0.00055381596361325 -0.00211222864152165
-40 -31.864406779661 0.000536145751917412 -0.00211025125485518
-40 -31.4124293785311 0.000518520617478708 -0.00210831522768588
-40 -30.9604519774011 0.000500931892489847 -0.00210643461656798
-40 -30.5084745762712 0.000483384476566163 -0.00210460212023869
-40 -30.0564971751412 0.000465869959862045 -0.00210281106747914
-40 -29.6045197740113 0.000448394737906973 -0.00210109156677656
-40 -29.1525423728814 0.000430944620535123 -0.0020994221647502
-40 -28.7005649717514 0.000413528779055582 -0.00209782427779235
-40 -28.2485875706215 0.000396123914577858 -0.00209628051421877
-40 -27.7966101694915 0.000378746561035063 -0.00209479721205555
-40 -27.3446327683616 0.000361384144594388 -0.00209338421526526
-40 -26.8926553672316 0.00034403198334077 -0.00209203346535706
-40 -26.4406779661017 0.00032669335283813 -0.00209074363688655
-40 -25.9887005649718 0.00030935446643011 -0.00208952966274773
-40 -25.5367231638418 0.000292025397488787 -0.00208837645137625
-40 -25.0847457627119 0.000274681544877017 -0.00208730474145004
-40 -24.6327683615819 0.000257349159752793 -0.00208630397384537
-40 -24.180790960452 0.000239973020875817 -0.00208540431400609
-40 -23.728813559322 0.000222583557412754 -0.0020845277681061
-40 -23.2768361581921 0.000205183474434066 -0.00208372058434907
-40 -22.8248587570621 0.000187769896909271 -0.0020829839206972
-40 -22.3728813559322 0.000170323227270527 -0.00208231763822406
-40 -21.9209039548023 0.000152846317469021 -0.00208171728793542
-40 -21.4689265536723 0.0001353391396013 -0.00208118033350553
-40 -21.0169491525424 0.000117782654202031 -0.00208071080856717
-40 -20.5649717514124 0.000100200727252553 -0.00208029287596702
-40 -20.1129943502825 8.2556212394698e-05 -0.00207993959048212
-40 -19.6610169491525 6.4881561191932e-05 -0.00207963026225114
-40 -19.2090395480226 4.71397264035764e-05 -0.00207938895043473
-40 -18.7570621468927 2.93605195651713e-05 -0.00207919040442109
-40 -18.3050847457627 1.15188139007612e-05 -0.00207903953522517
-40 -17.8531073446328 -6.37638933969046e-06 -0.00207894363595726
-40 -17.4011299435028 -2.43365046956445e-05 -0.00207888553311288
-40 -16.9491525423729 -4.23504176996586e-05 -0.00207884802624917
-40 -16.4971751412429 -6.04143836687278e-05 -0.00207884235646329
-40 -16.045197740113 -7.85497483007333e-05 -0.00207888312197128
-40 -15.5932203389831 -9.67292206558838e-05 -0.00207894284851892
-40 -15.1412429378531 -0.000114989731945003 -0.0020790345926727
-40 -14.6892655367232 -0.000133287369765063 -0.0020791437671227
-40 -14.2372881355932 -0.000151671650075482 -0.00207927009850149
-40 -13.7853107344633 -0.000170089547541612 -0.0020794051447966
-40 -13.3333333333333 -0.000188578436111067 -0.00207954838697487
-40 -12.8813559322034 -0.000207107490066 -0.00207969395290821
-40 -12.4293785310734 -0.000225691944797031 -0.00207984448876914
-40 -11.9774011299435 -0.000244322105422859 -0.00207999508477488
-40 -11.5254237288136 -0.000262989364508842 -0.00208014065070821
-40 -11.0734463276836 -0.000281710262493791 -0.00208028168950394
-40 -10.6214689265537 -0.0003004476375531 -0.00208041042089221
-40 -10.1694915254237 -0.000319243792711169 -0.00208054505189981
-40 -9.71751412429379 -0.000338039082930821 -0.00208064512847294
-40 -9.26553672316384 -0.000356888900759889 -0.00208074520505181
-40 -8.8135593220339 -0.000375731429962578 -0.00208082977587989
-40 -8.36158192090396 -0.000394609204701824 -0.00208090480597101
-40 -7.90960451977401 -0.000413484825312067 -0.00208095974305731
-40 -7.45762711864407 -0.000432373571944551 -0.00208100018589402
-40 -7.00564971751412 -0.000451266504572174 -0.00208103243301866
-40 -6.55367231638418 -0.000470154961624639 -0.00208105648442077
-40 -6.10169491525424 -0.000489053961913157 -0.00208107234007901
-40 -5.64971751412429 -0.000507933181941236 -0.00208108143794259
-40 -5.19774011299435 -0.000526831223441107 -0.00208108946418658
-40 -4.74576271186441 -0.000545699297382623 -0.00208108036631593
-40 -4.29378531073446 -0.000564588310268879 -0.00208108
-40 -3.84180790960452 -0.000583453162856505 -0.00208108
-40 -3.38983050847458 -0.000602332655609545 -0.00208108
-40 -2.93785310734463 -0.000621200533826438 -0.00208108
-40 -2.48587570621469 -0.0006400733333111 -0.00208108
-40 -2.03389830508475 -0.000658945892707805 -0.00208108
-40 -1.5819209039548 -0.000677814403146865 -0.00208108
-40 5.19774011299435 -0.000397876892655367 0.00190649813559322
-40 5.64971751412429 -0.000381625847457627 0.00190646502824859
-40 6.10169491525424 -0.000365392559322034 0.00190641576271186
